"Input","Output","Updated Feedback"
"Thank for you attention, and I 'll wait for your advaice, ( that is my first time writing over 50 Word )","Thank you for your attention, and I'll wait for your advice. (This is my first time writing over 50 words.)","Great closing! The error is phrasing, spelling, and punctuation. Change ""Thank for you attention"" to ""Thank you for your attention"" for phrasing. Change ""advaice"" to ""advice"" for spelling. Add a period after ""advice"" and adjust parentheses content for clarity. Change ""Word"" to ""words"" for plural. This helps you use phrasing, spelling, and punctuation correctly. What’s the most exciting thing about writing in English for you?"
"Milton Morales","Milton Morales.","Perfect signature! The error is punctuation. Add a period for proper signature. This helps you use punctuation correctly in signatures. What’s the best thing about your name?"
"I like workout on push up bars.","I like to work out on push-up bars.","Good fitness habit! The error is infinitive and hyphenation. Change ""like workout"" to ""like to work out"" for infinitive form. Change ""push up bars"" to ""push-up bars"" with hyphens. This helps you use infinitives and hyphenation accurately. What’s your favorite exercise to do on push-up bars?"
"it is impossible not to love doing sports activity on the fresh air.","It is impossible not to love doing sports activities in the fresh air.","Great enthusiasm! The error is capitalization, plural, and preposition. Capitalize ""It"" for sentence start. Change ""sports activity"" to ""sports activities"" for plural. Change ""on the fresh air"" to ""in the fresh air"" for preposition. This helps you use capitalization, plurals, and prepositions correctly. What’s your favorite outdoor sport?"
"If you want to start working out you should be ready for big load on your muscles","If you want to start working out, you should be ready for a big load on your muscles.","Good advice! The error is punctuation and article use. Add a comma after ""out"" for clause separation. Add ""a"" before ""big load"" for article use. This helps you use punctuation and articles accurately. What’s your favorite way to prepare your muscles for a workout?"
"On Thursday, September 11, the term exams finished and our week of vacation started.","On Thursday, September 11, the term exams finished and our week of vacation started.","Perfect sentence! You used the past tense properly to describe completed events, which shows understanding of narrative structure. What’s your favorite thing to do during vacation?"
"In the afternoon I went to my dance classes.","In the afternoon, I went to my dance classes.","Nice routine! The error is punctuation. Add a comma after ""afternoon"" for introductory phrase. This helps you use punctuation correctly with introductory phrases. What’s your favorite dance style?"
"it was fun because we learn a new hip hop dance and we finished our tap dance.","It was fun because we learnt a new hip-hop dance and we finished our tap dance.","Great experience! The error is capitalization, verb tense, and hyphenation. Capitalize ""It"" for sentence start. Change ""learn"" to ""learnt"" for past tense. Change ""hip hop"" to ""hip-hop"" with hyphen. This helps you use capitalization, verb tenses, and hyphenation accurately. What’s the most fun thing about learning new dances?"
"On Friday I went to the mall with my family.","On Friday, I went to the mall with my family.","Nice outing! The error is punctuation. Add a comma after ""Friday"" for introductory phrase. This helps you use punctuation correctly with introductory phrases. What’s your favorite thing to do at the mall?"
"I bought one sweater and two jeans.","I bought one sweater and two pairs of jeans.","Good shopping detail! The error is plural form. Change ""two jeans"" to ""two pairs of jeans"" for correct plural form. This helps you use plural forms accurately. What’s your favorite type of sweater to wear?"
"Later I went to the book store and bought three books; "" legend "", "" wonder "", and "" Eleanor & Park "".","Later, I went to the bookstore and bought three books: 'Legend', 'Wonder', and 'Eleanor & Park'.","Great reading choices! The error is punctuation, compound word, and quotation marks. Add a comma after ""Later"" for introductory phrase. Change ""book store"" to ""bookstore"" for compound word. Change the semicolon and double quotation marks to a colon and single quotes for list consistency. This helps you use punctuation, compound words, and quotation marks correctly. Which of these books is your favorite?"
"On the weekend I stay at home. I start reading "" Eleanor & Park ""; it was amazing, I was laughing a lot because the things that the characters said.","On the weekend, I stayed at home. I started reading 'Eleanor & Park'; it was amazing. I was laughing a lot because of the things the characters said.","Great reading experience! The error is verb tense, punctuation, and phrasing. Add a comma after ""weekend"" for introductory phrase. Change ""stay"" to ""stayed"" and ""start"" to ""started"" for past tense. Replace double quotation marks with single quotes. Split into three sentences at ""amazing."" Change ""because the things that the characters said"" to ""because of the things the characters said"" for conciseness. This helps you use verb tenses, punctuation, and phrasing effectively. What’s your favorite character from the book?"
"The other things I do were sleeping, ate, and watch TV.","The other things I did were sleeping, eating, and watching TV.","Good reflection! The error is verb tense and parallel structure. Change ""do were"" to ""did were"" for tense consistency, then simplify to ""did"" alone. Change ""ate"" to ""eating"" and ""watch"" to ""watching"" for gerund form in the list. This helps you use verb tenses and parallel structure accurately. What’s your favorite TV show to watch?"
"The next day I went with my friends to see a movie.","The next day, I went with my friends to see a movie.","Nice plan! The error is punctuation. Add a comma after ""day"" for introductory phrase. This helps you use punctuation correctly with introductory phrases. What’s your favorite type of movie to watch with friends?"
"We saw "" if I stay "" and I loved it.","We saw 'If I Stay' and I loved it.","Great movie choice! The error is quotation marks and capitalization. Replace double quotation marks with single quotes and capitalize ""If I Stay"" as a title. This helps you use quotation marks and capitalization accurately. What’s your favorite scene from the movie?"
"The movie is about a teenager named Mia that had a car accident with her family.","The movie is about a teenager named Mia who had a car accident with her family.","Good summary! The error is relative pronoun. Change ""that"" to ""who"" for person reference. This helps you use relative pronouns correctly. What do you think is the most emotional part of the movie?"
"Her father and her mother died before they arrive to the hospital.","Her father and her mother died before they arrived at the hospital.","Good detail! The error is verb tense and preposition. Change ""arrive to"" to ""arrived at"" for tense and preposition. This helps you use verb tenses and prepositions accurately. How did you feel during this part of the movie?"
"Mia survive but she is in a coma and she have to decide if she wants to live without her mother and father or if she wants to die.","Mia survived, but she is in a coma and has to decide if she wants to live without her mother and father or if she wants to die.","Great summary! The error is verb tense and subject-verb agreement. Change ""survive"" to ""survived"" for past tense. Add a comma after ""survived"" for clause separation. Change ""have"" to ""has"" for subject-verb agreement. This helps you use verb tenses and subject-verb agreement correctly. What do you think Mia should choose?"
"Later in the week I pass the day drawing.","Later in the week, I spent the day drawing.","Nice hobby! The error is verb choice and punctuation. Add a comma after ""week"" for introductory phrase. Change ""pass"" to ""spent"" for meaning. This helps you use punctuation and verb choice accurately. What’s your favorite thing to draw?"
"I draw a meadow, a little girl, and a butterfly.","I drew a meadow, a little girl, and a butterfly.","Great creativity! The error is verb tense. Change ""draw"" to ""drew"" for past tense. Add commas for list consistency. This helps you use verb tenses and punctuation correctly. What inspired you to draw these things?"
"The next days I did n't do much.","The next few days, I didn't do much.","Good reflection! The error is phrasing and contraction. Change ""The next days"" to ""The next few days"" for phrasing. Change ""did n't"" to ""didn't"" for contraction. Add a comma after ""days"" for introductory phrase. This helps you use phrasing, contractions, and punctuation accurately. What’s your favorite way to relax during quiet days?"
"I just sleep and watch movies at home.","I just slept and watched movies at home.","Nice relaxation! The error is verb tense. Change ""sleep"" to ""slept"" and ""watch"" to ""watched"" for past tense. This helps you use verb tenses consistently. What’s your favorite movie to watch at home?"
"The day before I start school, I do an investigation for literature class.","The day before I started school, I did an investigation for literature class.","Good preparation! The error is verb tense. Change ""start"" to ""started"" and ""do"" to ""did"" for past tense. Add a comma after ""school"" for introductory phrase. This helps you use verb tenses and punctuation correctly. What’s your favorite topic to investigate for literature class?"
"This was what I did in my vacations, I did n't do a lot but I loved my vacations.","This was what I did in my vacation. I didn't do a lot, but I loved my vacation.","Great vacation recap! The error is plural, punctuation, and contraction. Change ""vacations"" to ""vacation"" for singular consistency. Split into two sentences at ""vacation."" Change ""did n't"" to ""didn't"" for contraction. Add a comma before ""but"" for clause separation. This helps you use plurals, punctuation, and contractions accurately. What’s your favorite vacation memory?"
