"Input","Output","Updated Feedback"
"Everyone is in a hurry.","Everyone is in a hurry.","Excellent work! This sentence is grammatically correct and uses the right tense and structure. Why do you think people are often in a hurry?"
"There is no difference if you use car or bus.","There is no difference if you use a car or the bus.","Good start! Remember to use articles: add 'a' before 'car' and 'the' before 'bus' for clarity. Can you think of other examples where articles are important?"
"For example American public transport has a special line and a schedule and it works like a train, I mean come in exact time like a train.","For example, American public transport has a special line and a schedule, and it works like a train. I mean it comes at an exact time, like a train.","Well done for sharing your idea! Add a comma after 'example' and before 'and' to separate your ideas. Use 'it comes' instead of 'come' for subject clarity, and say 'at an exact time' instead of 'in exact time'. Why is punctuation important in writing?"
"That's my dream""when I joined the faculty of languages and translation I was very happy because I achieved my dream.","That's my dream: ""When I joined the faculty of languages and translation, I was very happy because I had achieved my dream.""","Great effort! Add a space after the quotation mark and a comma after 'translation'. Use 'had achieved' to show the sequence of events. What inspired you to join the faculty of languages?"
"In this faculty I faced some problems with my english, I began to ask "" How can I improve my english? ""","In this faculty, I faced some problems with my English. I began to ask, ""How can I improve my English?""","You’re on the right track! Add a comma after 'faculty' and capitalize 'English'. Split the sentence with a period for clarity. What strategies do you think can help improve English skills?"
"all of the answer was "" you have to listen and read so you can write and speak well "" I said okay I have to depend on myself, I began to join groups on facebook where I found some of the people shared their knowledge with others, I followed them immediately.","All of the answers were, ""You have to listen and read so you can write and speak well."" I said okay, I have to depend on myself. I began to join groups on Facebook where I found some people sharing their knowledge with others. I followed them immediately.","Good job! Capitalize 'All' and 'Facebook', and use 'answers' instead of 'answer'. Add commas and periods to separate your ideas. Why is self-reliance important in learning?"
"I am in my way to improve my english, I ask Allah to guide me to the right way.","I am on my way to improving my English. I ask Allah to guide me to the right path.","Well expressed! Use 'on my way' instead of 'in my way', and 'improving' instead of 'improve'. Say 'right path' instead of 'right way'. How do you plan to keep improving your English?"
"My dream is that I want to open a Center for Language Learning,","My dream is to open a Center for Language Learning.","You have a wonderful dream! Remove 'that I want' to make it concise. Why do you think language learning is important?"
"to teach children and adults in my country good English and I will avoid traditional education.","to teach children and adults in my country good English, and I want to avoid traditional education.","Great goal! Add a comma before 'and' and use 'want to avoid' to match the tone of 'teach'. What makes your approach to teaching different?"
"the best thing that can encourage me to open this center that I have in my country 5 friends who study in the faculty of languages and translation and I think that they will be very happy for joining me in my center.","The best thing that encourages me to open this center is that I have 5 friends in my country who study in the faculty of languages and translation, and I think they will be very happy about joining me in my center.","Fantastic idea! Capitalize 'The' and add 'is' after 'center'. Use 'about joining' instead of 'for joining'. How do you think your friends can help you achieve this dream?"
"I know that is a very amazing dream but I pray Allah to give me all means to achieve my future dream.","I know that it is a really amazing dream, but I pray to Allah to give me all the means to achieve my future dream.","Your dream is inspiring! Add 'it' after 'that' and a comma after 'dream'. Use 'to' before 'Allah' and 'the' before 'means'. What steps will you take to work toward this dream?"
"Alex, I and my friends will go to the cinema at the weekend.","Alex, my friends and I are going to the cinema at the weekend.","Good planning! Say 'my friends and I' instead of 'I and my friends'. Use 'are going' to show a plan. What movie do you hope to watch?"
"Would do you please join us?","Would you please join us?","Polite invitation! Remove 'do' to make it grammatically correct. Why is it important to invite others kindly?"
"We will see an action movie.","We are going to see an action movie.","Exciting plan! Use 'are going to see' to show intention. What do you enjoy about action movies?"
"If you will join, we can meet in Ambasodor mall in the city at 7 p.m.","If you want to join us, we can meet in Ambassador Mall in the city at 7 p.m.","Clear invitation! Use 'want to join' instead of 'will join' and correct 'Ambassador'. Why is it important to confirm plans with friends?"
"the public transport have no future, the crisis in 2008; has been down the oil prices.The oil is cheap now and new cars are more efficient and the goverment give stimolous for consumers.","Public transport has no future. The crisis in 2008 reduced the oil prices. The oil is cheap now, and new cars are more efficient, and the government gives incentives for consumers.","Interesting point! Use 'has' instead of 'have', and 'government' and 'incentives' for spelling. Add commas for clarity. What do you think can improve public transport?"
"One day in October, Michael a boy was studying architecture discovered a box with a message, while he is opening a box, he heard a door.","One day in October, Michael, a boy who was studying architecture, discovered a box with a message. While he was opening the box, he heard a door.","Great storytelling! Add commas around 'a boy who was studying architecture' and use 'was opening' for past tense. What do you think was in the box?"
"In this moment a big man went into the bedroom.","At that moment, a big man came into the bedroom.","Dramatic scene! Use 'At that moment' and 'came' for better flow. Why do you think the man entered the bedroom?"
"This man was his father, who had dead.","This man was his father, who was dead.","Surprising twist! Use 'was dead' instead of 'had dead'. How do you think Michael felt?"
"Michael was very nervous and confused because he did n't understand anything.","Michael was very agitated and confused because he didn't understand anything.","You describe the scene well! Use 'agitated' instead of 'nervous' and 'didn't' for contraction. How would you feel in Michael's situation?"
"He spoke with his father and he asked him because he was there and his father responded that he had the biggest secret about his family.","He spoke with his father and asked him why he was there, and his father replied that he had the biggest secret about his family.","Mysterious! Remove the extra 'he' and use 'why' instead of 'because'. What do you think the secret could be?"
""" In the past Matilde your mother killed your brother, although she had a reason, he was a monster because he killed a lot of people in our city, so we went to another city. ""","""In the past, Matilde, your mother killed your brother, but she had a reason. He was a monster because he killed a lot of people in our city, so we went to another city.""","Intense story! Add commas after 'past' and 'Matilde'. Use 'but' instead of 'although' and capitalize 'He'. What do you think Matilde's reason was?"
"But Michael did not believe this story and he thought that he was crazy.","But Michael did not believe this story and thought that he was crazy.","Good description! Remove the extra 'he'. Why do you think Michael felt this way?"
"This situation was impossible because his father had dead and in this moment he ran and he opened the door and his father said you must be here because I must speak with you more time and explain because I can speak with you but Michael closed the door and knew at that moment he had made a mistake.","This situation was impossible because his father was dead. At that moment, he ran and opened the door, and his father said, ""You must stay here because I must speak with you more and explain why I can speak with you."" But Michael closed the door and knew he had made a mistake.","Powerful scene! Use 'was dead' and 'At that moment'. Add quotation marks for dialogue. What would you do in Michael's place?"
"Dear Mrs Kate,","Dear Mrs. Ashby,","Formal greeting! Add a period after 'Mrs' and use 'Ashby' if that is the correct name. Why is it important to address people correctly in letters?"
"I want working in our cafe.","I want to work in your cafe.","Good initiative! Use 'to work' instead of 'working' and 'your' instead of 'our'. What skills do you think are important for working in a cafe?"
"I like a many food and drink.","I like a lot of food and drink.","Great enthusiasm! Use 'a lot of' instead of 'a many'. What is your favorite food or drink?"
"I work in a coffee last year in my country. I can work long time.","I worked in a cafe last year in my country. I can work long hours.","Good experience! Use 'worked' for past tense and 'long hours' instead of 'long time'. What did you enjoy about working in a cafe?"
"Sincerely,","Sincerely,","Perfect closing! This is a standard and polite way to end a letter."
"Tracy","Tracy","Well done! This is a valid and professional signature."
"How are you?","How are you?","Friendly greeting! This is a correct and polite way to ask someone."
"Today we received a shipment from Visual service center under our old account number, it could be a mistake by service center as a notice regarding major organizational restructure already sent to service centers.","Today we received a shipment from Visual Service Center under our old account number. It could be a mistake by the service center, as a notice regarding major organizational restructuring has already been sent to service centers.","Clear communication! Capitalize 'Service' and use 'the' before 'service center'. Use 'restructuring' and 'has been sent' for correct grammar. Why is it important to double-check account details?"
