"Input","Output","Updated Feedback"
"It 's the most popular sport all over the world.","It's the most popular sport in the world.","Great start! Use ""in"" instead of ""all over"" for conciseness. What makes this sport so universally loved?"
"I enjoy it because it 's well known and easy to find partners to play with.","I enjoy it because it's well known and easy to find partners to play with.","Perfect! No changes needed. What’s your favorite memory playing this sport?"
"Watching football is also a wonderful experience.","Watching football is also a wonderful experience.","Perfect! No changes needed. What’s the most exciting match you’ve ever watched?"
"My favorite international league is the English premiere league.","My favorite international league is the English Premier League.","Simple fix! Use ""Premier"" for correct spelling. Who’s your favorite team in this league?"
"My advice to anyone who will start this sport is to start it early and play it regularly not to loose fitness.","My advice to anyone starting this sport is to start it early and play it regularly to not lose fitness.","Good advice! Use ""starting"" and ""to not lose"" for clarity and spelling. What’s the best way to stay fit for this sport?"
"Also joining a team will be a great idea.","Also, joining a team would be a great idea.","Great suggestion! Add a comma and use ""would be"" for conditional. What’s the best part of being on a team?"
"The environment is an important part of our life contributing in a positive way in our part of life without even concern about important parts for us to survive.","The environment is an important part of our life, contributing to our quality of life without even considering the essential elements for our survival.","Thoughtful reflection! Add a comma, use ""contributing to,"" and ""essential elements."" What’s one essential element you think is most at risk?"
"Humans can easily damage the environment just throw their waste without recycling or ruin the places where animals are living.","Humans can easily damage the environment by throwing away their waste without recycling or ruining the places where animals live.","Clearer phrasing! Use ""by throwing away,"" ""ruining,"" and ""live."" What’s one small change everyone could make to help?"
"Deforest the woods can damage the cycle of nature.","Deforestation can damage the cycle of nature.","Good point! Use ""Deforestation"" for noun form. What are the biggest consequences of deforestation?"
"Without forest ca n't be animals and the human being can disappear.","Without forests, there can't be animals, and the human race will disappear.","Strong statement! Use ""forests,"" ""there can’t be,"" and ""human race will."" What animals are most at risk from deforestation?"
"Some people do n't even care and just the do n't to earn money deforests the trees and sell to do furniture.","Some people don't even care and just don't deforest trees to earn money and sell them to make furniture.","Serious issue! Use ""don’t,"" remove ""the do n’t,"" and ""deforest trees."" What can be done to stop illegal deforestation?"
"They even are not plant other trees.","They even do not plant other trees.","Simple fix! Use ""do not plant."" Why do you think people don’t replant trees?"
"I notice that in supermarkets are using so much plastic just to cover a small thing or are using many plastic bags without even think how vulnerable is for the environment.","I notice that, in supermarkets, they use so much plastic just to cover a small thing or use a lot of plastic bags without even thinking about how harmful this is to the environment.","Good observation! Add commas, use ""they use,"" ""a lot of,"" and ""thinking about how harmful."" What’s one way to reduce plastic use in supermarkets?"
"I used to live for a short time in a place where word recycle was completely ignored but they used to this because that was n't so rich.","I lived for a short time in a place where the word 'recycle' was completely unknown, but they did it because they were not so rich.","Interesting experience! Use ""lived,"" add quotes around ""recycle,"" and ""they were not."" What did people do with their waste there?"
"Where I live now I noticed that have the opportunity to recycling the waste because it is a posh area.","Where I live now, I have noticed that we have the opportunity to recycle waste because it is a posh area.","Good detail! Add a comma, use ""we have,"" and ""recycle waste."" What’s the best thing about living in a posh area?"
"In my opinion I think the government should take care of all area, even is a poor or rich area.","In my opinion, the government should take care of all areas, whether an area is rich or poor.","Strong opinion! Add a comma, remove ""I think,"" and use ""whether an area is rich or poor."" What’s one policy the government could implement?"
"The pollution has a negative contribution to the environment.I saw on television that wild birds are healthier in rural area than birds from urban area.","Pollution has a negative effect on the environment. I saw on television that wild birds are healthier in rural areas than birds from urban areas.","Good comparison! Use ""Pollution,"" ""effect,"" and ""rural areas."" What can cities do to reduce pollution?"
"Birds from urban area is difficult for them to find a proper food instead.","It is difficult for birds from urban areas to find proper food instead.","Clearer phrasing! Use ""It is difficult for"" and ""proper food."" What can be done to help urban birds?"
"Some people from area which I live they used to feed the birds but others they do n't even care.","Some people from the area where I live usually feed the birds, but others don't even care.","Good contrast! Use ""the area where,"" ""usually feed,"" and ""don’t."" Why do you think some people don’t care?"
"To keep all the nature alive we must contribute everyone of us for future generation.","To keep all of nature alive, we must contribute, each of us, for future generations.","Powerful call to action! Use ""all of nature,"" add commas, and ""generations."" What’s one way you contribute?"
"Travelling by car is more comfortable than public transport, easier and faster.","Travelling by car is more comfortable than public transport, easier, and faster.","Good comparison! Add a comma after ""transport."" What’s your preferred way to travel?"
"you can go by your car and at any time, but you ca n't by public transport.","You can go in your car at any time, but you can't by public transport.","Clearer phrasing! Capitalize ""You,"" use ""in your car,"" and ""can’t."" What’s the biggest advantage of having a car?"
"you must not wait for your car but you must wait the public transport.","You don't have to wait for your car, but you must wait for public transport.","Good point! Capitalize ""You,"" use ""don’t have to wait,"" and ""for public transport."" What’s the most frustrating part of waiting for public transport?"
"you do not pay any fees to travel by your car.","You do not pay any fare to travel in your car.","Simple fix! Capitalize ""You,"" use ""fare,"" and ""in your car."" What’s the biggest cost of owning a car?"
"The aim today is to provide you with the description of a best friend.","The aim today is to provide you with the description of my best friend.","Good introduction! Use ""my best friend"" for specificity. What’s the first thing you’d say about your best friend?"
"Kike is my best friend, I met him when we were studying in the primary school, then we were six or seven years old.","Kike is my best friend. I met him when we were studying at primary school, when we were six or seven years old.","Nice memory! Add a period, use ""at primary school,"" and ""when we were."" What’s your favorite memory with Kike?"
"Afterward, we went to do study at different schools, so, we were separated fro ten years.","Afterwards, we went to study at different schools, so we were separated for ten years.","Good detail! Use ""Afterwards,"" remove the comma after ""so,"" and ""for."" How did you stay in touch during those years?"
"Moving on to the physical description, I want to talk about that Kike is a man really high, his height is 1,95 meters.","Moving on to the physical description, I want to say that Kike is a really tall man; his height is 1.95 meters.","Clear description! Use ""say that,"" ""really tall man,"" and a semicolon. What’s the first thing you notice about Kike?"
"He has a strong voice. that with his appearance, looks him impressive.","He has a strong voice, which, with his appearance, makes him look impressive.","Good detail! Add ""which"" and commas, use ""makes him look."" What’s the most impressive thing about Kike?"
"Concerning his personality, he is very friendly, generous, optimistic, playful and sensitive.","Concerning his personality, he is very friendly, generous, optimistic, playful, and sensitive.","Perfect! Add a comma before ""and."" Which trait do you think is his best?"
"So, he is a hard warking, he is lawyer and always help me with all my professional problemns.","So, he is a hard-working man. He is a lawyer and always helps me with all my professional problems.","Great qualities! Use ""hard-working man,"" add a period, and ""helps me with all my professional problems."" What’s the best advice he’s given you?"
"I want to turn to his hobbies, when he is n't working, he is riding on a bike,","I want to turn to his hobbies. When he isn’t working, he rides a bike.","Good transition! Add a period, use ""isn’t,"" and ""rides a bike."" What’s your favorite hobby to do with him?"
"every evening he takes the bike and rides across some paths for more than forty kilometers by day, so he is very good rider and its quite strong to ride with him.","Every evening, he takes his bike and rides along some paths for more than forty kilometers per day, so he is a very good cyclist and it’s quite hard to ride with him.","Impressive! Add a comma, use ""his bike,"" ""rides along,"" ""per day,"" ""very good cyclist,"" and ""it’s quite hard."" What’s the hardest part about riding with him?"
"To conclude I want to say that I 'm the godfather of his eldest son.","To conclude, I want to say that I’m the godfather of his eldest son.","Sweet detail! Add a comma and use ""I’m."" What’s the best part of being a godfather?"
"My wife is a very special person to me, I like her very mush.","My wife is a very special person to me. I like her very much.","Lovely sentiment! Add a period and use ""very much."" What’s your favorite thing about your wife?"
"I met her in University 20 years ago, She is 4 years younger than me.","I met her at university 20 years ago. She is 4 years younger than me.","Good memory! Use ""at university,"" add a period, and capitalize ""She."" What’s your favorite memory from university?"
"She is in her 30s.","She is in her 30s.","Perfect! No changes needed. What’s the best thing about this age?"
"She is tall, Slim and straight.","She is tall, slim, and straight.","Good description! Use ""slim"" and add a comma before ""and."" What’s the first thing you noticed about her?"
"In addition to that She has a pretty face, dark skin, black eyes and long brown hair.","In addition to that, she has a pretty face, dark skin, black eyes, and long brown hair.","Nice detail! Add a comma after ""that"" and before ""and."" What’s your favorite feature of hers?"
"She is very kind, sensitive and quiet She also has an attractive personality and a big heart but she is very nervous.","She is very kind, sensitive, and quiet. She also has an attractive personality and a big heart, but she is very nervous.","Balanced description! Add a comma before ""and,"" a period after ""quiet,"" and a comma before ""but."" How do you help her when she’s nervous?"
"She makes a great food to us, I like to cook with her and eat from her hand;","She makes great food for us. I like to cook with her and eat from her hand.","Sweet detail! Remove ""a,"" use ""for us,"" add a period, and remove the semicolon. What’s your favorite dish she makes?"
"She always work hard for our family.","She always works hard for our family.","Simple fix! Use ""works."" What’s the hardest thing she does for your family?"
"I like to go out with her, walking and talking.","I like to go out with her, walking and talking.","Perfect! No changes needed. What’s your favorite place to go with her?"
"Young people are the most interested in fashion and computer games.","Young people are most interested in fashion and computer games.","Good observation! Remove ""the."" What’s the most popular fashion trend among young people now?"
"Girls usually follow the fashion blogger and the fashion magazine.","Girls usually follow fashion bloggers and fashion magazines.","Good detail! Use ""fashion bloggers"" and ""fashion magazines."" Who’s your favorite fashion blogger?"
"Boys like following channel on youtube.","Boys like following channels on YouTube.","Simple fix! Use ""channels"" and ""YouTube."" What’s your favorite YouTube channel?"
"They like take pattern modeled on older people, who are popular on the Internet.","They like to take patterns modeled on older people who are popular on the Internet.","Good point! Add ""to"" and remove the comma after ""people."" Who’s an older person you admire?"
"Teenagers are interested in music too.","Teenagers are interested in music too.","Perfect! No changes needed. What’s the most popular music genre among teenagers now?"
"They like exchange their opinions about new star.","They like to exchange their opinions about new stars.","Good detail! Add ""to"" and use ""stars."" Who’s a new star you like?"
"People who are fan clubs interested in touring their idols.","People in fan clubs are interested in touring with their idols.","Clearer phrasing! Use ""in fan clubs,"" ""are,"" and ""touring with."" What’s the best thing about being in a fan club?"
"In this age people like being better than their friends and they like distinguish oneself.","At this age, people like being better than their friends and distinguishing themselves.","Good observation! Use ""At this age,"" add a comma, and ""distinguishing themselves."" Why do you think people feel this way?"
"Hi, my name is John Keats and I 'm aged 21.","Hi, my name is John Keats and I’m 21 years old.","Good introduction! Use ""I’m 21 years old."" What’s your favorite thing about being 21?"
"I am writing to apply for your job offer.","I am writing to apply for the job you advertised.","Clear purpose! Use ""the job you advertised."" What excites you most about this job?"
"I have already worked in summer camps in France and in Italy for children aged 7 - 13. I am cheerful, energetic and hardworking.","I have already worked in summer camps in France and Italy with children aged 7-13. I am cheerful, energetic, and hardworking.","Great experience! Remove ""in"" before ""Italy,"" use ""with children,"" and add a comma before ""and."" What’s your favorite memory from working at summer camps?"
"I usually work in the kitchens so it does not bother me.","I usually work in the kitchen, so it doesn’t bother me.","Good detail! Use ""kitchen,"" add a comma, and ""doesn’t."" What’s your favorite thing about working in the kitchen?"
"Moreover, I am willing to help organize sports or evening activities.","Moreover, I am willing to help organize sports or evening activities.","Perfect! No changes needed. What’s your favorite activity to organize?"
"Moreover, I do like looking after children.","Moreover, I do like looking after children.","Perfect! No changes needed. What’s the best part of looking after children?"
"For instance, I take care of my nephews once a month because nowadays my brother is often busy.","For instance, I take care of my nephews once a month because nowadays my brother is often busy.","Perfect! No changes needed. What’s your favorite thing to do with your nephews?"
"I can go all over the USA without any problems and I can help the staff to get around if needed since I have the driving license.","I can go all over the USA without any problems and help the staff get around if needed since I have a driving license.","Good skill! Remove ""to"" before ""get around"" and use ""a driving license."" Where’s your favorite place to drive in the USA?"
"Therefore I think that I am the suitable person for the job.","Therefore, I think that I am a suitable person for the job.","Confident closing! Add a comma and use ""a suitable person."" What makes you the best fit for this job?"
"yesterday night, i went to a restaurant with my family..","Last night, I went to a restaurant with my family.","Good start! Use ""Last night,"" capitalize ""I,"" and remove the extra period. What was the occasion?"
"l love the place, nice decoration of restaurant.","I love the place and the nice decoration of the restaurant.","Good detail! Use ""I,"" add ""and the,"" and ""the restaurant."" What was your favorite part of the decoration?"
"the waiter come to us and took the order.","The waiter came to us and took the order.","Simple fix! Capitalize ""The"" and use ""came."" What did you order?"
"my family ordered the dinner but l ordered specially pizza and coke because l love pizza.","My family ordered dinner, but I specially ordered pizza and Coke because I love pizza.","Good detail! Capitalize ""My"" and ""I,"" remove ""the"" before ""dinner,"" and use ""Coke."" What’s your favorite pizza topping?"
"we ate the food and enjoyed a lot.","We ate the food and enjoyed it a lot.","Good memory! Capitalize ""We"" and add ""it."" What was the best part of the meal?"
"l love that day spent with my family..","I loved that day spent with my family.","Sweet memory! Use ""I"" and ""loved,"" and remove the extra period. What’s your favorite family tradition?"
"l wish l have come at weekends with my family and friends.","I hope I can go at weekends with my family and friends.","Good wish! Use ""I,"" ""hope I can go,"" and ""at weekends."" What’s your favorite weekend activity?"
"This report is about how my city takes care of the environment.","This report is about how my city takes care of the environment.","Perfect! No changes needed. What’s the most effective environmental policy in your city?"
"The evolution of my city is more or less similar to the evolution of my country.","The evolution of my city is more or less similar to the evolution of my country.","Perfect! No changes needed. What’s the biggest change you’ve seen in your city?"
"I am living in the center of Spain, in a small city.","I live in the center of Spain, in a small city.","Simple fix! Use ""I live."" What’s your favorite thing about living in a small city?"
"When I was child, my city was dirty because people were throwing their rubbish on the floor.","When I was a child, my city was dirty because people threw their rubbish on the floor.","Good memory! Add ""a"" and use ""threw."" What’s the biggest change you’ve seen in your city’s cleanliness?"
"However, a few years ago the government has paid more attention to the environment to our country; for example they made a lot of advertisement on televion, in newspapers and on the internet to explain that the rubbish is not good for our world.","However, a few years ago, the government has paid more attention to the environment of our country. For example, they did a lot of advertising on television, in newspapers, and on the internet to explain that rubbish is not good for our world.","Good progress! Add a comma, use ""environment of,"" ""advertising,"" ""television,"" and add commas for the list. What’s the most effective ad you’ve seen?"
"Nowadays, we can see in all street a lot of bins and it is difficult to see rubbish on the floor because many people are cleaning the city.","Nowadays, we can see in all the streets a lot of bins, and it is difficult to see rubbish on the floor because many people clean the city.","Great improvement! Add ""the"" before ""streets,"" a comma after ""bins,"" and use ""clean."" What’s the best thing about seeing a clean city?"
"Also, children must clean their school once a month.","Also, children must clean their school once a month.","Perfect! No changes needed. What’s the best lesson children learn from cleaning?"
"These types of actions produce good habits in our society.","These types of actions produce good habits in our society.","Perfect! No changes needed. What’s one good habit you’ve developed?"
"In the future, we must do an effort to improve our environment because we will want to give the same world or if it is possible a better world than before to our sons.","In the future, we must make an effort to improve our environment because we will want to give the same world, or if possible, a better world than before to our children.","Powerful message! Use ""make an effort,"" add commas, and ""children."" What’s one thing you hope will be better for the next generation?"
"No body can deny that transportation is one of the most important things in our life.","Nobody can deny that transportation is one of the most important things in our life.","Strong statement! Use ""Nobody."" What’s the most important type of transportation in your life?"
"No country can live without transportation as it 's the real meaning of connection between each other.","No country can live without transportation as it’s the real means of connection with each other.","Good point! Use ""it’s"" and ""means of connection with."" What’s your favorite way to travel?"
"Cars are much convenient but this not mean that all other means of transportation are not important.","Cars are more convenient, but this does not mean that all other means of transportation are not important.","Balanced view! Use ""more convenient,"" add a comma, and ""does not mean."" What’s the best use for cars vs. public transport?"
"sometimes many people want to travel faraway along distances so they need planes.","Sometimes, many people want to travel far away over long distances, so they need planes.","Good observation! Capitalize ""Sometimes,"" add commas, and use ""far away over long distances."" What’s your favorite thing about traveling by plane?"
"other people prefer to travel by trains as it 's faster and more comfortable than cars.","Other people prefer to travel by train as it’s faster and more comfortable than cars.","Good comparison! Capitalize ""Other,"" use ""train,"" and ""it’s."" What’s the best train journey you’ve taken?"
"Many countries like to travel by bikes in order to decrease the pollution which happened by car exhausted.to my point of view i prefer travelling by cars which is more comfortable.","Many people like to travel by bike in order to decrease the pollution caused by car exhaust. From my point of view, I prefer travelling by car, which is more comfortable.","Good contrast! Use ""people,"" ""bike,"" ""caused by car exhaust,"" capitalize ""From"" and ""I,"" and add a comma. What’s the best thing about traveling by bike?"
